ID,FLIGHT_DATE,FLIGHT_NUMBER,CORRELATION_ID,OPERATION_TYPE,METER_ID,METER_LOCATION,METER_TYPE,METER_STATUS,METER_START_TIME,METER_START_READING,METER_STATUS,METER_END_TIME,METER_END_READING,UNIT_OF_MEASUREMENT,AEROBILL_REMARK,RECONCILIATION_REQUIRED
17064,06-06-2026,6E2031,486325,ARR,PCA12L,G12L,PCA,ON,2026-06-06 18:22:00,4122,OFF,2026-06-06 19:10:00,4166.7,KWH,,NO
17065,06-06-2026,6E2031,486327,ARR,FGP12L,G12L,FGP,ON,2026-06-06 18:20:00,73.8,OFF,2026-06-06 19:12:00,92.1,KWH,,NO
17066,06-06-2026,IX1039,486320,ARR,PBB14,G14,PBB,ON,2026-06-06 18:24:00,0,OFF,2026-06-06 19:01:00,0,NULL,,NO
17067,06-06-2026,6E2730,486322,ARR,PBB17,G17,PBB,ON,2026-06-06 18:25:00,0,OFF,2026-06-06 19:05:00,0,NULL,,NO
17068,06-06-2026,IX1039,486317,ARR,FGP14,G14,FGP,ON,2026-06-06 18:25:00,400.1,OFF,2026-06-06 18:57:00,407.4,KWH,,NO
17069,06-06-2026,6E2730,486323,ARR,FGP17,G17,FGP,ON,2026-06-06 18:26:00,1232.8,OFF,2026-06-06 19:06:00,1243.6,KWH,,NO
17070,06-06-2026,IX1039,486315,ARR,PCA14,G14,PCA,ON,2026-06-06 18:27:00,6505.1,OFF,2026-06-06 18:55:00,6546.7,KWH,,NO
17071,06-06-2026,6E2730,486321,ARR,PCA17,G17,PCA,ON,2026-06-06 18:32:00,1787.8,OFF,2026-06-06 19:04:00,1825,KWH,,NO
17072,06-06-2026,6E5096,486340,ARR,PBB11L,G11L,PBB,ON,2026-06-06 18:46:00,0,OFF,2026-06-06 19:46:00,0,NULL,,NO
17073,06-06-2026,6E5096,486339,ARR,FGP11L,G11L,FGP,ON,2026-06-06 18:46:00,5257,OFF,2026-06-06 19:42:00,5275.9,KWH,,NO
17074,06-06-2026,6E5096,486338,ARR,PCA11L,G11L,PCA,ON,2026-06-06 18:49:00,1776.4,OFF,2026-06-06 19:42:00,1836.1,KWH,,NO
17075,06-06-2026,6E2139,486336,ARR,PBB15,G15,PBB,ON,2026-06-06 18:52:00,0,OFF,2026-06-06 19:40:00,0,NULL,,NO
17076,06-06-2026,6E2139,486337,ARR,FGP15,G15,FGP,ON,2026-06-06 18:53:00,608.9,OFF,2026-06-06 19:41:00,625.3,KWH,,NO
17077,06-06-2026,6E2139,486335,ARR,PCA15,G15,PCA,ON,2026-06-06 18:56:00,1026.8,OFF,2026-06-06 19:40:00,1081.6,KWH,,NO
17078,06-06-2026,6E2015,486354,ARR,PBB10R,G10R,PBB,ON,2026-06-06 19:01:00,0,OFF,2026-06-06 20:14:00,0,NULL,,NO
17079,06-06-2026,6E2015,486353,ARR,FGP10R,G10R,FGP,ON,2026-06-06 19:01:00,4552.1,OFF,2026-06-06 20:13:00,4572.1,KWH,,NO
17080,06-06-2026,6E2015,486352,ARR,PCA10R,G10R,PCA,ON,2026-06-06 19:09:00,623.4,OFF,2026-06-06 20:12:00,698.8,KWH,,NO
17081,06-06-2026,6E2041,486341,ARR,FGP13L,G13L,FGP,ON,2026-06-06 19:17:00,690,OFF,2026-06-06 19:59:00,705.2,KWH,,NO
17082,06-06-2026,6E2041,486348,ARR,PBB13L,G13L,PBB,ON,2026-06-06 19:16:00,0,OFF,2026-06-06 20:07:00,0,NULL,,NO
17083,,,486331,,PBB10L,G10L,PBB,ON,2026-06-06 19:25:00,0,OFF,2026-06-06 19:25:00,0,NULL,,NO
17084,,,486333,,PBB10L,G10L,PBB,ON,2026-06-06 19:25:00,0,OFF,2026-06-06 19:26:00,0,NULL,,NO
17085,06-06-2026,6E2041,486343,ARR,PCA13L,G13L,PCA,ON,2026-06-06 19:27:00,960.7,OFF,2026-06-06 20:01:00,999.7,KWH,,NO
17086,07-06-2026,QP2002,486368,ARR,PBB18,G18,PBB,ON,2026-06-06 20:00:00,0,OFF,2026-06-06 20:46:00,0,NULL,,NO
17087,07-06-2026,QP2002,486367,ARR,FGP18,G18,FGP,ON,2026-06-06 20:01:00,505.7,OFF,2026-06-06 20:44:00,511.8,KWH,,NO
17088,07-06-2026,QP2024,486361,ARR,FGP17,G17,FGP,ON,2026-06-06 20:02:00,1243.6,OFF,2026-06-06 20:28:00,1249.4,KWH,,NO
17089,07-06-2026,QP2024,486362,ARR,PBB17,G17,PBB,ON,2026-06-06 20:01:00,0,OFF,2026-06-06 20:29:00,0,NULL,,NO
17090,07-06-2026,QP2024,486355,ARR,PCA17,G17,PCA,ON,2026-06-06 20:04:00,1825,OFF,2026-06-06 20:22:00,1847,KWH,,NO
17091,06-06-2026,6E5157,486375,ARR,PBB16,G16,PBB,ON,2026-06-06 20:07:00,0,OFF,2026-06-06 20:54:00,0,NULL,,NO
17092,06-06-2026,6E5157,486373,ARR,FGP16,G16,FGP,ON,2026-06-06 20:08:00,1393.5,OFF,2026-06-06 20:52:00,1405.6,KWH,,NO
17093,06-06-2026,6E5157,486372,ARR,PCA16,G16,PCA,ON,2026-06-06 20:10:00,2767.5,OFF,2026-06-06 20:51:00,2811.1,KWH,,NO
17094,,,486358,,PBB10L,G10L,PBB,ON,2026-06-06 20:22:00,0,OFF,2026-06-06 20:22:00,0,NULL,,NO
17095,06-06-2026,IX1581,486377,ARR,PBB14,G14,PBB,ON,2026-06-06 20:22:00,0,OFF,2026-06-06 20:56:00,0,NULL,,NO
17096,06-06-2026,IX1581,486371,ARR,FGP14,G14,FGP,ON,2026-06-06 20:24:00,407.4,OFF,2026-06-06 20:50:00,413.7,KWH,,NO
17097,06-06-2026,IX1581,486369,ARR,PCA14,G14,PCA,ON,2026-06-06 20:25:00,6546.7,OFF,2026-06-06 20:47:00,22.9,KWH,,NO
17098,07-06-2026,QP2024,486380,ARR,FGP17,G17,FGP,ON,2026-06-06 20:37:00,1249.4,OFF,2026-06-06 21:16:00,1253.2,KWH,,NO
17099,06-06-2026,IX1005,486384,ARR,PBB13R,G13R,PBB,ON,2026-06-06 20:38:00,0,OFF,2026-06-06 21:18:00,0,NULL,,NO
17100,06-06-2026,IX1005,486379,ARR,FGP13R,G13R,FGP,ON,2026-06-06 20:39:00,1476.6,OFF,2026-06-06 21:10:00,1483.7,KWH,,NO
17101,06-06-2026,IX1005,486378,ARR,PCA13R,G13R,PCA,ON,2026-06-06 20:43:00,2324.6,OFF,2026-06-06 21:10:00,2352.7,KWH,,NO
17102,07-06-2026,QP2002,486383,ARR,FGP18,G18,FGP,ON,2026-06-06 20:50:00,511.8,OFF,2026-06-06 21:19:00,519.9,KWH,,NO
17103,,,486376,,PBB10L,G10L,PBB,ON,2026-06-06 20:54:00,0,OFF,2026-06-06 20:55:00,0,NULL,,NO
17104,07-06-2026,6E829,486426,ARR,FGP11L,G11L,FGP,ON,2026-06-06 21:15:00,5275.9,OFF,2026-06-07 00:18:00,5283.1,KWH,,NO
17105,07-06-2026,6E829,486425,ARR,PBB11L,G11L,PBB,ON,2026-06-06 21:14:00,0,OFF,2026-06-07 00:19:00,0,NULL,,NO
17106,,,486386,,PBB10L,G10L,PBB,ON,2026-06-06 21:20:00,0,OFF,2026-06-06 21:20:00,0,NULL,,NO
17107,06-06-2026,6E6093,486541,ARR,FGP10L,G10L,FGP,ON,2026-06-06 21:29:00,138,OFF,2026-06-07 09:06:00,187.8,KWH,,NO
17108,06-06-2026,6E6093,486534,ARR,PBB10L,G10L,PBB,ON,2026-06-06 21:29:00,0,OFF,2026-06-07 08:16:00,0,NULL,,NO
17109,07-06-2026,6E2148,486424,ARR,PBB14,G14,PBB,ON,2026-06-06 21:53:00,0,OFF,2026-06-07 00:18:00,0,NULL,,NO
17110,07-06-2026,6E2148,486423,ARR,FGP14,G14,FGP,ON,2026-06-06 21:54:00,413.7,OFF,2026-06-07 00:15:00,423.9,KWH,,NO
17111,07-06-2026,IX2932,486400,ARR,PBB16,G16,PBB,ON,2026-06-06 22:05:00,0,OFF,2026-06-06 22:19:00,0,NULL,,NO
17112,07-06-2026,6E753,486522,ARR,PBB13L,G13L,PBB,ON,2026-06-06 22:07:00,0,OFF,2026-06-07 07:15:00,0,NULL,,NO
17113,07-06-2026,6E753,486464,ARR,FGP13L,G13L,FGP,ON,2026-06-06 22:07:00,705.2,OFF,2026-06-07 03:12:00,759.9,KWH,,NO
17114,07-06-2026,6E955,486512,ARR,FGP10R,G10R,FGP,ON,2026-06-06 22:07:00,4572.1,OFF,2026-06-07 06:50:00,4645.6,KWH,,NO
17115,07-06-2026,6E955,486528,ARR,PBB10R,G10R,PBB,ON,2026-06-06 22:07:00,0,OFF,2026-06-07 07:20:00,0,NULL,,NO
17116,06-06-2026,6E163,486408,ARR,PBB15,G15,PBB,ON,2026-06-06 22:11:00,0,OFF,2026-06-06 22:42:00,0,NULL,,NO
17117,06-06-2026,6E163,486407,ARR,FGP15,G15,FGP,ON,2026-06-06 22:11:00,625.3,OFF,2026-06-06 22:42:00,634.3,KWH,,NO
17118,06-06-2026,6E163,486406,ARR,PCA15,G15,PCA,ON,2026-06-06 22:12:00,1081.6,OFF,2026-06-06 22:41:00,1115.2,KWH,,NO
17119,07-06-2026,QP2002,486419,ARR,FGP18,G18,FGP,ON,2026-06-06 22:17:00,519.9,OFF,2026-06-06 23:17:00,521.7,KWH,,NO
17120,06-06-2026,QP1430,486418,ARR,PBB12R,G12R,PBB,ON,2026-06-06 22:21:00,0,OFF,2026-06-06 23:06:00,0,NULL,,NO
17121,06-06-2026,QP1430,486410,ARR,FGP12R,G12R,FGP,ON,2026-06-06 22:22:00,681.2,OFF,2026-06-06 22:46:00,686.2,KWH,,NO
17122,06-06-2026,QP1430,486411,ARR,PCA12R,G12R,PCA,ON,2026-06-06 22:25:00,481.5,OFF,2026-06-06 22:46:00,505.8,KWH,,NO
17123,07-06-2026,6E2084,486472,ARR,PBB13R,G13R,PBB,ON,2026-06-06 22:30:00,0,OFF,2026-06-07 04:50:00,0,NULL,,NO
17124,07-06-2026,6E2084,486475,ARR,FGP13R,G13R,FGP,ON,2026-06-06 22:31:00,1483.7,OFF,2026-06-07 04:50:00,1557.3,KWH,,NO
17125,07-06-2026,6E6360,486532,ARR,PBB12L,G12L,PBB,ON,2026-06-06 22:46:00,0,OFF,2026-06-07 07:48:00,0,NULL,,NO
17126,07-06-2026,6E6360,486461,ARR,FGP12L,G12L,FGP,ON,2026-06-06 22:47:00,92.1,OFF,2026-06-07 03:03:00,121,KWH,,NO
17127,07-06-2026,IX2932,486420,ARR,FGP16,G16,FGP,ON,2026-06-06 22:58:00,1405.6,OFF,2026-06-06 23:47:00,1411.4,KWH,,NO
17128,07-06-2026,6E2071,486490,ARR,PBB11R,G11R,PBB,ON,2026-06-06 23:02:00,0,OFF,2026-06-07 05:53:00,0,NULL,,NO
17129,07-06-2026,6E2071,486489,ARR,FGP11R,G11R,FGP,ON,2026-06-06 23:03:00,5791.6,OFF,2026-06-07 05:47:00,5833.1,KWH,,NO
17130,07-06-2026,6E2133,486515,ARR,PBB15,G15,PBB,ON,2026-06-06 23:08:00,0,OFF,2026-06-07 06:53:00,0,NULL,,NO
17131,07-06-2026,6E2133,486514,ARR,FGP15,G15,FGP,ON,2026-06-06 23:08:00,634.3,OFF,2026-06-07 06:51:00,679.3,KWH,,NO
17132,07-06-2026,6E2167,486504,ARR,PBB12R,G12R,PBB,ON,2026-06-06 23:49:00,0,OFF,2026-06-07 06:11:00,0,NULL,,NO
17133,07-06-2026,6E2167,486503,ARR,FGP12R,G12R,FGP,ON,2026-06-06 23:50:00,686.2,OFF,2026-06-07 06:08:00,711.6,KWH,,NO
17134,07-06-2026,QP2002,486447,ARR,FGP18,G18,FGP,ON,2026-06-07 00:33:00,521.7,OFF,2026-06-07 02:33:00,528.6,KWH,,NO
17135,07-06-2026,6E2148,486480,ARR,PBB14,G14,PBB,ON,2026-06-07 00:34:00,0,OFF,2026-06-07 05:01:00,0,NULL,,NO
17136,07-06-2026,6E2148,486476,ARR,FGP14,G14,FGP,ON,2026-06-07 00:35:00,423.9,OFF,2026-06-07 04:53:00,468.8,KWH,,NO
17137,07-06-2026,6E829,486431,ARR,PBB11L,G11L,PBB,ON,2026-06-07 00:59:00,0,OFF,2026-06-07 01:01:00,0,NULL,,NO
17138,07-06-2026,6E829,486509,ARR,PBB11L,G11L,PBB,ON,2026-06-07 01:01:00,0,OFF,2026-06-07 06:32:00,0,NULL,,NO
17139,07-06-2026,6E829,486506,ARR,FGP11L,G11L,FGP,ON,2026-06-07 01:06:00,5283.2,OFF,2026-06-07 06:26:00,5318.5,KWH,,NO
17140,07-06-2026,QP2024,486468,ARR,FGP17,G17,FGP,ON,2026-06-07 02:00:00,1253.2,OFF,2026-06-07 04:03:00,1260.5,KWH,,NO
17141,07-06-2026,6E2148,486473,ARR,PCA14,G14,PCA,ON,2026-06-07 03:27:00,23.6,OFF,2026-06-07 04:50:00,133.6,KWH,,NO
17142,07-06-2026,6E2084,486470,ARR,PCA13R,G13R,PCA,ON,2026-06-07 03:31:00,2352.7,OFF,2026-06-07 04:38:00,2413.1,KWH,,NO
17143,07-06-2026,6E2084,486474,ARR,PCA13R,G13R,PCA,ON,2026-06-07 04:41:00,2413.1,OFF,2026-06-07 04:51:00,2431.5,KWH,,NO
17144,07-06-2026,IX2932,486502,ARR,PBB16,G16,PBB,ON,2026-06-07 04:58:00,0,OFF,2026-06-07 06:10:00,0,NULL,,NO
17145,07-06-2026,6E2071,486488,ARR,PCA11R,G11R,PCA,ON,2026-06-07 04:59:00,3319.5,OFF,2026-06-07 05:44:00,3370.9,KWH,,NO
17146,07-06-2026,IX2932,486498,ARR,PCA16,G16,PCA,ON,2026-06-07 05:01:00,2811.1,OFF,2026-06-07 06:03:00,2893.1,KWH,,NO
17147,07-06-2026,IX2932,486497,ARR,FGP16,G16,FGP,ON,2026-06-07 05:01:00,1411.4,OFF,2026-06-07 06:03:00,1423.9,KWH,,NO
17148,07-06-2026,6E829,486505,ARR,PCA11L,G11L,PCA,ON,2026-06-07 05:04:00,1836.4,OFF,2026-06-07 06:26:00,1925.8,KWH,,NO
17149,07-06-2026,6E2167,486501,ARR,PCA12R,G12R,PCA,ON,2026-06-07 05:10:00,505.9,OFF,2026-06-07 06:07:00,565.5,KWH,,NO
17150,07-06-2026,6E753,486524,ARR,FGP13L,G13L,FGP,ON,2026-06-07 05:13:00,759.9,OFF,2026-06-07 07:15:00,791.5,KWH,,NO
17151,07-06-2026,6E753,486495,ARR,PCA13L,G13L,PCA,ON,2026-06-07 05:18:00,1000,OFF,2026-06-07 06:00:00,1038.5,KWH,,NO
17152,07-06-2026,6E955,486513,ARR,PCA10R,G10R,PCA,ON,2026-06-07 05:30:00,698.8,OFF,2026-06-07 06:50:00,784,KWH,,NO
17153,07-06-2026,6E2133,486511,ARR,PCA15,G15,PCA,ON,2026-06-07 05:32:00,1115.2,OFF,2026-06-07 06:50:00,1202.1,KWH,,NO
17154,07-06-2026,QP2024,486518,ARR,FGP17,G17,FGP,ON,2026-06-07 05:55:00,1260.5,OFF,2026-06-07 07:10:00,1276.2,KWH,,NO
17155,07-06-2026,QP2024,486519,ARR,PBB17,G17,PBB,ON,2026-06-07 05:55:00,0,OFF,2026-06-07 07:10:00,0,NULL,,NO
17156,07-06-2026,QP2002,486523,ARR,FGP18,G18,FGP,ON,2026-06-07 05:58:00,528.6,OFF,2026-06-07 07:15:00,545.1,KWH,,NO
17157,07-06-2026,QP2002,486527,ARR,PBB18,G18,PBB,ON,2026-06-07 05:58:00,0,OFF,2026-06-07 07:19:00,0,NULL,,NO
17158,07-06-2026,6E753,486520,ARR,PCA13L,G13L,PCA,ON,2026-06-07 06:01:00,1038.5,OFF,2026-06-07 07:12:00,1123.5,KWH,,NO
17159,07-06-2026,QP2002,486521,ARR,PCA18,G18,PCA,ON,2026-06-07 06:03:00,3872.1,OFF,2026-06-07 07:14:00,3952.1,KWH,,NO
17160,07-06-2026,QP2024,486517,ARR,PCA17,G17,PCA,ON,2026-06-07 06:04:00,1847.3,OFF,2026-06-07 07:09:00,1926.4,KWH,,NO
17161,07-06-2026,QP2026,486525,ARR,PBB14,G14,PBB,ON,2026-06-07 06:32:00,0,OFF,2026-06-07 07:17:00,0,NULL,,NO
17162,07-06-2026,QP2026,486526,ARR,FGP14,G14,FGP,ON,2026-06-07 06:32:00,468.8,OFF,2026-06-07 07:16:00,476.4,KWH,,NO
17163,07-06-2026,6E6360,486531,ARR,FGP12L,G12L,FGP,ON,2026-06-07 06:46:00,121,OFF,2026-06-07 07:42:00,137.5,KWH,,NO
17164,07-06-2026,6E6360,486530,ARR,PCA12L,G12L,PCA,ON,2026-06-07 07:01:00,4167.2,OFF,2026-06-07 07:40:00,4205.9,KWH,,NO
17165,07-06-2026,QP2026,486536,ARR,FGP14,G14,FGP,ON,2026-06-07 07:23:00,476.4,OFF,2026-06-07 08:17:00,487.3,KWH,,NO
17166,06-06-2026,6E6093,486540,ARR,PCA10L,G10L,PCA,ON,2026-06-07 07:57:00,236.7,OFF,2026-06-07 09:03:00,306,KWH,,NO
17167,06-06-2026,6E6093,486542,ARR,PBB10L,G10L,PBB,ON,2026-06-07 08:16:00,0,OFF,2026-06-07 09:08:00,0,NULL,,NO
17168,07-06-2026,QP1831,486549,ARR,PBB17,G17,PBB,ON,2026-06-07 08:45:00,0,OFF,2026-06-07 09:44:00,0,NULL,,NO
17169,07-06-2026,QP1831,486551,ARR,FGP17,G17,FGP,ON,2026-06-07 08:46:00,1276.2,OFF,2026-06-07 09:45:00,1287.8,KWH,,NO
17170,07-06-2026,QP1831,486550,ARR,PCA17,G17,PCA,ON,2026-06-07 08:54:00,1926.8,OFF,2026-06-07 09:43:00,1989.6,KWH,,NO
17171,07-06-2026,6E6470,486557,ARR,PBB15,G15,PBB,ON,2026-06-07 09:09:00,0,OFF,2026-06-07 09:52:00,0,NULL,,NO
17172,07-06-2026,6E6470,486555,ARR,FGP15,G15,FGP,ON,2026-06-07 09:09:00,679.3,OFF,2026-06-07 09:51:00,690.9,KWH,,NO
17173,07-06-2026,6E6470,486553,ARR,PCA15,G15,PCA,ON,2026-06-07 09:11:00,1202.1,OFF,2026-06-07 09:51:00,1253.8,KWH,,NO
17174,07-06-2026,6E5108,486574,ARR,FGP16,G16,FGP,ON,2026-06-07 09:23:00,1423.9,OFF,2026-06-07 10:18:00,1440.2,KWH,,NO
17175,07-06-2026,6E5108,486580,ARR,PBB16,G16,PBB,ON,2026-06-07 09:23:00,0,OFF,2026-06-07 10:30:00,0,NULL,,NO
17176,07-06-2026,6E5108,486573,ARR,PCA16,G16,PCA,ON,2026-06-07 09:26:00,2893.2,OFF,2026-06-07 10:15:00,2946.2,KWH,,NO
17177,,,486554,,PBB10L,G10L,PBB,ON,2026-06-07 09:50:00,0,OFF,2026-06-07 09:50:00,0,NULL,,NO
17178,07-06-2026,QP2026,486590,ARR,PBB14,G14,PBB,ON,2026-06-07 09:54:00,0,OFF,2026-06-07 10:51:00,0,NULL,,NO
17179,07-06-2026,6E2046,486604,ARR,PBB12R,G12R,PBB,ON,2026-06-07 09:52:00,0,OFF,2026-06-07 11:18:00,0,NULL,,NO
17180,07-06-2026,QP2026,486578,ARR,FGP14,G14,FGP,ON,2026-06-07 09:55:00,487.3,OFF,2026-06-07 10:29:00,493.1,KWH,,NO
17181,07-06-2026,6E2046,486603,ARR,FGP12R,G12R,FGP,ON,2026-06-07 09:53:00,711.6,OFF,2026-06-07 11:16:00,735.6,KWH,,NO
17182,07-06-2026,6E2046,486594,ARR,PCA12R,G12R,PCA,ON,2026-06-07 09:54:00,565.6,OFF,2026-06-07 10:55:00,639.5,KWH,,NO
17183,07-06-2026,QP2026,486579,ARR,PCA14,G14,PCA,ON,2026-06-07 09:59:00,133.7,OFF,2026-06-07 10:29:00,179.3,KWH,,NO
17184,07-06-2026,6E5018,486607,ARR,PBB11R,G11R,PBB,ON,2026-06-07 09:59:00,0,OFF,2026-06-07 11:31:00,0,NULL,,NO
17185,07-06-2026,6E5018,486606,ARR,FGP11R,G11R,FGP,ON,2026-06-07 10:00:00,5833.2,OFF,2026-06-07 11:30:00,5856.3,KWH,,NO
17186,,,486566,,PBB10L,G10L,PBB,ON,2026-06-07 10:02:00,0,OFF,2026-06-07 10:02:00,0,NULL,,NO
17187,07-06-2026,6E5018,486605,ARR,PCA11R,G11R,PCA,ON,2026-06-07 10:02:00,3371.2,OFF,2026-06-07 11:29:00,3478.5,KWH,,NO
17188,,,486569,,PBB10L,G10L,PBB,ON,2026-06-07 10:03:00,0,OFF,2026-06-07 10:04:00,0,NULL,,NO
17189,07-06-2026,6E2122,486588,ARR,PBB18,G18,PBB,ON,2026-06-07 10:12:00,0,OFF,2026-06-07 10:48:00,0,NULL,,NO
17190,07-06-2026,6E2122,486586,ARR,FGP18,G18,FGP,ON,2026-06-07 10:12:00,545.1,OFF,2026-06-07 10:48:00,554.8,KWH,,NO
17191,07-06-2026,6E2122,486587,ARR,PCA18,G18,PCA,ON,2026-06-07 10:15:00,3952.2,OFF,2026-06-07 10:47:00,3989.4,KWH,,NO
17192,07-06-2026,6E295,486602,ARR,PBB13R,G13R,PBB,ON,2026-06-07 10:20:00,0,OFF,2026-06-07 11:14:00,0,NULL,,NO
17193,07-06-2026,6E295,486598,ARR,FGP13R,G13R,FGP,ON,2026-06-07 10:22:00,1557.4,OFF,2026-06-07 11:08:00,1571.9,KWH,,NO
17194,07-06-2026,6E295,486581,ARR,PCA13R,G13R,PCA,ON,2026-06-07 10:27:00,2431.5,OFF,2026-06-07 10:37:00,2439.3,KWH,,NO
17195,07-06-2026,6E295,486583,ARR,PCA13R,G13R,PCA,ON,2026-06-07 10:40:00,2444.1,OFF,2026-06-07 10:42:00,2445.2,KWH,,NO
17196,07-06-2026,6E295,486595,ARR,PCA13R,G13R,PCA,ON,2026-06-07 10:44:00,2446.5,OFF,2026-06-07 10:59:00,2456.5,KWH,,NO
17197,07-06-2026,6E2086,486612,ARR,PBB17,G17,PBB,ON,2026-06-07 10:47:00,0,OFF,2026-06-07 11:37:00,0,NULL,,NO
17198,07-06-2026,6E2086,486611,ARR,FGP17,G17,FGP,ON,2026-06-07 10:50:00,1287.8,OFF,2026-06-07 11:35:00,1299.9,KWH,,NO
17199,07-06-2026,6E2086,486608,ARR,PCA17,G17,PCA,ON,2026-06-07 10:52:00,1990.2,OFF,2026-06-07 11:33:00,2042,KWH,,NO
17200,,,486593,,PBB10R,G10R,PBB,ON,2026-06-07 10:55:00,0,OFF,2026-06-07 10:55:00,0,NULL,,NO
17201,07-06-2026,6E295,486597,ARR,PCA13R,G13R,PCA,ON,2026-06-07 11:02:00,2456.5,OFF,2026-06-07 11:07:00,2469.6,KWH,,NO
17202,07-06-2026,6E6840,486628,ARR,FGP12L,G12L,FGP,ON,2026-06-07 11:10:00,137.5,OFF,2026-06-07 12:18:00,156.4,KWH,,NO
17203,07-06-2026,6E6840,486630,ARR,PBB12L,G12L,PBB,ON,2026-06-07 11:10:00,0,OFF,2026-06-07 12:25:00,0,NULL,,NO
17204,07-06-2026,6E6840,486629,ARR,PCA12L,G12L,PCA,ON,2026-06-07 11:12:00,4205.9,OFF,2026-06-07 12:18:00,4273.9,KWH,,NO
17205,,,486610,,PBB11L,G11L,PBB,ON,2026-06-07 11:34:00,0,OFF,2026-06-07 11:34:00,0,NULL,,NO
17206,07-06-2026,6E533,486618,ARR,FGP14,G14,FGP,ON,2026-06-07 11:54:00,493.1,OFF,2026-06-07 12:13:00,498.5,KWH,,NO
17207,07-06-2026,6E533,486620,ARR,PBB14,G14,PBB,ON,2026-06-07 11:54:00,0,OFF,2026-06-07 12:14:00,0,NULL,,NO
17208,07-06-2026,6E533,486619,ARR,PCA14,G14,PCA,ON,2026-06-07 11:56:00,179.3,OFF,2026-06-07 12:14:00,200.6,KWH,,NO
17209,,,486617,,PBB11L,G11L,PBB,ON,2026-06-07 12:00:00,0,OFF,2026-06-07 12:00:00,0,NULL,,NO
17210,07-06-2026,6E533,486622,ARR,PBB14,G14,PBB,ON,2026-06-07 12:15:00,0,OFF,2026-06-07 12:15:00,0,NULL,,NO
17211,07-06-2026,6E533,486636,ARR,FGP14,G14,FGP,ON,2026-06-07 12:16:00,498.5,OFF,2026-06-07 12:45:00,509.6,KWH,,NO
17212,07-06-2026,6E533,486635,ARR,PBB14,G14,PBB,ON,2026-06-07 12:16:00,0,OFF,2026-06-07 12:46:00,0,NULL,,NO
17213,07-06-2026,QP2018,486656,ARR,PBB13R,G13R,PBB,ON,2026-06-07 12:17:00,0,OFF,2026-06-07 13:46:00,0,NULL,,NO
17214,07-06-2026,6E533,486634,ARR,PCA14,G14,PCA,ON,2026-06-07 12:17:00,200.6,OFF,2026-06-07 12:45:00,234.6,KWH,,NO
17215,07-06-2026,QP2018,486648,ARR,FGP13R,G13R,FGP,ON,2026-06-07 12:18:00,1571.9,OFF,2026-06-07 13:31:00,1588.9,KWH,,NO
17216,07-06-2026,QP2018,486650,ARR,PCA13R,G13R,PCA,ON,2026-06-07 12:34:00,2485.6,OFF,2026-06-07 13:32:00,2562,KWH,,NO
17217,07-06-2026,6E832,486654,ARR,FGP17,G17,FGP,ON,2026-06-07 12:44:00,1299.9,OFF,2026-06-07 13:39:00,1315,KWH,,NO
17218,07-06-2026,6E832,486657,ARR,PBB17,G17,PBB,ON,2026-06-07 12:44:00,0,OFF,2026-06-07 13:51:00,0,NULL,,NO
17219,07-06-2026,6E832,486653,ARR,PCA17,G17,PCA,ON,2026-06-07 12:48:00,2042.6,OFF,2026-06-07 13:38:00,2108.7,KWH,,NO
17220,07-06-2026,6E226,486652,ARR,FGP11R,G11R,FGP,ON,2026-06-07 12:49:00,5856.3,OFF,2026-06-07 13:36:00,5868.7,KWH,,NO
17221,07-06-2026,6E226,486655,ARR,PBB11R,G11R,PBB,ON,2026-06-07 12:48:00,0,OFF,2026-06-07 13:38:00,0,NULL,,NO
17222,07-06-2026,6E2719,486649,ARR,PBB15,G15,PBB,ON,2026-06-07 12:51:00,0,OFF,2026-06-07 13:30:00,0,NULL,,NO
17223,07-06-2026,6E2719,486647,ARR,FGP15,G15,FGP,ON,2026-06-07 12:51:00,690.9,OFF,2026-06-07 13:26:00,701.8,KWH,,NO
17224,07-06-2026,6E226,486651,ARR,PCA11R,G11R,PCA,ON,2026-06-07 12:52:00,3478.8,OFF,2026-06-07 13:35:00,3534.7,KWH,,NO
17225,07-06-2026,6E2719,486646,ARR,PCA15,G15,PCA,ON,2026-06-07 12:54:00,1253.8,OFF,2026-06-07 13:25:00,1293.1,KWH,,NO
17226,,,486645,,PBB18,G18,PBB,ON,2026-06-07 13:12:00,0,OFF,2026-06-07 13:12:00,0,NULL,,NO
17227,07-06-2026,6E792,486669,ARR,FGP15,G15,FGP,ON,2026-06-07 13:53:00,701.8,OFF,2026-06-07 14:39:00,715.6,KWH,,NO
17228,07-06-2026,6E792,486670,ARR,PBB15,G15,PBB,ON,2026-06-07 13:53:00,0,OFF,2026-06-07 14:41:00,0,NULL,,NO
17229,07-06-2026,6E792,486668,ARR,PCA15,G15,PCA,ON,2026-06-07 13:54:00,1293.2,OFF,2026-06-07 14:38:00,1354.4,KWH,,NO
17230,07-06-2026,6E2020,486679,ARR,FGP18,G18,FGP,ON,2026-06-07 13:57:00,554.8,OFF,2026-06-07 14:59:00,571.5,KWH,,NO
17231,07-06-2026,6E2020,486680,ARR,PBB18,G18,PBB,ON,2026-06-07 13:57:00,0,OFF,2026-06-07 15:22:00,0,NULL,,NO
