ID,FLIGHT_DATE,FLIGHT_NUMBER,CORRELATION_ID,OPERATION_TYPE,METER_ID,METER_LOCATION,METER_TYPE,METER_STATUS,METER_START_TIME,METER_START_READING,METER_STATUS,METER_END_TIME,METER_END_READING,UNIT_OF_MEASUREMENT,AEROBILL_REMARK,RECONCILIATION_REQUIRED
16136,03-06-2026,6E2041,484808,ARR,PCA15,G15,PCA,ON,2026-06-03 19:28:00,133.1,OFF,2026-06-03 20:25:00,199.6,KWH,,NO
16137,04-06-2026,6E533,485270,ARR,FGP13R,G13R,FGP,ON,2026-06-04 12:11:00,1261.8,OFF,2026-06-04 12:54:00,1276.3,KWH,,NO
16138,04-06-2026,6E533,485266,ARR,PCA13R,G13R,PCA,ON,2026-06-04 12:12:00,1810.2,OFF,2026-06-04 12:53:00,1851,KWH,,NO
16139,03-06-2026,6E2041,484809,ARR,PBB15,G15,PBB,ON,2026-06-03 19:42:00,0,OFF,2026-06-03 20:27:00,0,NULL,,NO
16140,,,484791,,PBB14,G14,PBB,ON,2026-06-03 19:43:00,0,OFF,2026-06-03 19:43:00,0,NULL,,NO
16141,04-06-2026,QP2024,484811,ARR,PBB16,G16,PBB,ON,2026-06-03 19:56:00,0,OFF,2026-06-03 20:27:00,0,NULL,,NO
16142,03-06-2026,IX1581,484812,ARR,PBB14,G14,PBB,ON,2026-06-03 20:03:00,0,OFF,2026-06-03 20:36:00,0,NULL,,NO
16143,,,484797,,PBB17,G17,PBB,ON,2026-06-03 20:04:00,0,OFF,2026-06-03 20:04:00,0,NULL,,NO
16144,03-06-2026,IX1581,484814,ARR,FGP14,G14,FGP,ON,2026-06-03 20:04:00,64.3,OFF,2026-06-03 20:36:00,72.5,KWH,,NO
16145,03-06-2026,IX1581,484813,ARR,PCA14,G14,PCA,ON,2026-06-03 20:07:00,5537.8,OFF,2026-06-03 20:35:00,5574,KWH,,NO
16146,03-06-2026,6E5157,484824,ARR,PBB13L,G13L,PBB,ON,2026-06-03 20:12:00,0,OFF,2026-06-03 21:08:00,0,NULL,,NO
16147,03-06-2026,IX1005,484834,ARR,PBB15,G15,PBB,ON,2026-06-03 20:49:00,0,OFF,2026-06-03 21:28:00,0,NULL,,NO
16148,03-06-2026,IX1005,484832,ARR,FGP15,G15,FGP,ON,2026-06-03 20:50:00,227,OFF,2026-06-03 21:22:00,234.1,KWH,,NO
16149,03-06-2026,IX1005,484830,ARR,PCA15,G15,PCA,ON,2026-06-03 20:53:00,199.6,OFF,2026-06-03 21:21:00,236.1,KWH,,NO
16150,,,484828,,PBB17,G17,PBB,ON,2026-06-03 21:15:00,0,OFF,2026-06-03 21:15:00,0,NULL,,NO
16151,03-06-2026,6E163,484861,ARR,PBB13R,G13R,PBB,ON,2026-06-03 21:44:00,0,OFF,2026-06-03 22:17:00,0,NULL,Not used: FGP,YES
16152,04-06-2026,6E6093,485084,ARR,PBB13L,G13L,PBB,ON,2026-06-03 21:49:00,0,OFF,2026-06-04 07:13:00,0,NULL,"Not used: FGP, PCA",YES
16153,04-06-2026,QP2020,484878,ARR,PBB17,G17,PBB,ON,2026-06-03 21:51:00,0,OFF,2026-06-03 22:55:00,0,NULL,Not used: FGP,YES
16154,04-06-2026,6E2148,484937,ARR,PBB14,G14,PBB,ON,2026-06-03 21:53:00,0,OFF,2026-06-04 00:00:00,0,NULL,,NO
16155,04-06-2026,6E2148,485024,ARR,FGP14,G14,FGP,ON,2026-06-03 21:55:00,72.5,OFF,2026-06-04 04:53:00,155.7,KWH,,NO
16156,04-06-2026,6E955,485070,ARR,PBB18,G18,PBB,ON,2026-06-03 22:09:00,0,OFF,2026-06-04 06:49:00,0,NULL,Not used: FGP,YES
16157,04-06-2026,6E829,485095,ARR,PBB12L,G12L,PBB,ON,2026-06-03 22:17:00,0,OFF,2026-06-04 08:20:00,0,NULL,,NO
16158,04-06-2026,QP2020,484883,ARR,PBB17,G17,PBB,ON,2026-06-03 22:55:00,0,OFF,2026-06-03 22:57:00,0,NULL,Not used: FGP,YES
16159,04-06-2026,6E2148,484946,ARR,PCA14,G14,PCA,ON,2026-06-03 22:58:00,5574.7,OFF,2026-06-04 00:07:00,5659.3,KWH,,NO
16160,04-06-2026,6E6360,485058,ARR,FGP15,G15,FGP,ON,2026-06-03 23:03:00,234.1,OFF,2026-06-04 06:40:00,333.1,KWH,,NO
16161,04-06-2026,6E6360,485069,ARR,PBB15,G15,PBB,ON,2026-06-03 23:03:00,0,OFF,2026-06-04 06:48:00,0,NULL,,NO
16162,04-06-2026,6E753,485077,ARR,PBB10R,G10R,PBB,ON,2026-06-03 23:24:00,0,OFF,2026-06-04 06:53:00,0,NULL,,NO
16163,04-06-2026,6E753,485073,ARR,FGP10R,G10R,FGP,ON,2026-06-03 23:25:00,4304.6,OFF,2026-06-04 06:50:00,4372,KWH,,NO
16164,04-06-2026,6E2167,485047,ARR,PBB13R,G13R,PBB,ON,2026-06-03 23:51:00,0,OFF,2026-06-04 06:12:00,0,NULL,Not used: FGP,YES
16165,04-06-2026,6E2148,485026,ARR,PBB14,G14,PBB,ON,2026-06-04 00:00:00,0,OFF,2026-06-04 04:56:00,0,NULL,,NO
16166,04-06-2026,QP2024,485012,ARR,FGP16,G16,FGP,ON,2026-06-04 00:29:00,1023.6,OFF,2026-06-04 02:45:00,1030.4,KWH,,NO
16167,04-06-2026,6E2148,485023,ARR,PCA14,G14,PCA,ON,2026-06-04 03:53:00,5659.5,OFF,2026-06-04 04:52:00,5725.9,KWH,,NO
16168,04-06-2026,6E955,485035,ARR,PCA18,G18,PCA,ON,2026-06-04 05:30:00,3405.9,OFF,2026-06-04 05:44:00,3419.1,KWH,Not used: FGP,YES
16169,04-06-2026,6E6360,485056,ARR,PCA15,G15,PCA,ON,2026-06-04 05:39:00,236.1,OFF,2026-06-04 06:40:00,300.6,KWH,,NO
16170,04-06-2026,6E753,485072,ARR,PCA10R,G10R,PCA,ON,2026-06-04 05:43:00,167.1,OFF,2026-06-04 06:48:00,235.6,KWH,,NO
16171,04-06-2026,QP2024,485080,ARR,FGP16,G16,FGP,ON,2026-06-04 05:59:00,1030.4,OFF,2026-06-04 07:04:00,1044.7,KWH,,NO
16172,04-06-2026,QP2024,485081,ARR,PBB16,G16,PBB,ON,2026-06-04 05:59:00,0,OFF,2026-06-04 07:04:00,0,NULL,,NO
16173,04-06-2026,QP2024,485079,ARR,PCA16,G16,PCA,ON,2026-06-04 06:00:00,1930.3,OFF,2026-06-04 07:04:00,2002.5,KWH,,NO
16174,04-06-2026,QP2020,485087,ARR,PBB17,G17,PBB,ON,2026-06-04 06:09:00,0,OFF,2026-06-04 07:15:00,0,NULL,Not used: FGP,YES
16175,04-06-2026,QP2020,485086,ARR,PCA17,G17,PCA,ON,2026-06-04 06:13:00,1044.7,OFF,2026-06-04 07:14:00,1116,KWH,Not used: FGP,YES
16176,04-06-2026,6E955,485076,ARR,PBB18,G18,PBB,ON,2026-06-04 06:49:00,0,OFF,2026-06-04 06:53:00,0,NULL,Not used: FGP,YES
16177,04-06-2026,QP1831,485121,ARR,PBB14,G14,PBB,ON,2026-06-04 08:55:00,0,OFF,2026-06-04 09:46:00,0,NULL,,NO
16178,04-06-2026,QP1831,485108,ARR,FGP14,G14,FGP,ON,2026-06-04 08:55:00,155.7,OFF,2026-06-04 09:34:00,163.9,KWH,,NO
16179,04-06-2026,QP1831,485109,ARR,PCA14,G14,PCA,ON,2026-06-04 08:57:00,5725.9,OFF,2026-06-04 09:33:00,5773.9,KWH,,NO
16180,04-06-2026,6E6470,485129,ARR,PBB16,G16,PBB,ON,2026-06-04 09:05:00,0,OFF,2026-06-04 09:58:00,0,NULL,,NO
16181,04-06-2026,6E6470,485126,ARR,FGP16,G16,FGP,ON,2026-06-04 09:06:00,1044.7,OFF,2026-06-04 09:54:00,1061,KWH,,NO
16182,04-06-2026,6E6470,485125,ARR,PCA16,G16,PCA,ON,2026-06-04 09:08:00,2002.5,OFF,2026-06-04 09:53:00,2046.7,KWH,,NO
16183,04-06-2026,6E5108,485184,ARR,PBB13R,G13R,PBB,ON,2026-06-04 09:18:00,0,OFF,2026-06-04 10:30:00,0,NULL,"Not used: FGP, PCA",YES
16184,04-06-2026,6E295,485238,ARR,PBB12R,G12R,PBB,ON,2026-06-04 10:03:00,0,OFF,2026-06-04 11:15:00,0,NULL,"Not used: FGP, PCA",YES
16185,04-06-2026,6E2122,485161,ARR,PBB15,G15,PBB,ON,2026-06-04 10:03:00,0,OFF,2026-06-04 10:12:00,0,NULL,,NO
16186,04-06-2026,6E2122,485217,ARR,FGP15,G15,FGP,ON,2026-06-04 10:04:00,333.1,OFF,2026-06-04 10:47:00,344.9,KWH,,NO
16187,04-06-2026,6E2122,485218,ARR,PCA15,G15,PCA,ON,2026-06-04 10:05:00,300.6,OFF,2026-06-04 10:46:00,345.5,KWH,,NO
16188,04-06-2026,6E2046,485227,ARR,PBB18,G18,PBB,ON,2026-06-04 10:08:00,0,OFF,2026-06-04 10:56:00,0,NULL,Not used: FGP,YES
16189,04-06-2026,6E2046,485225,ARR,PCA18,G18,PCA,ON,2026-06-04 10:09:00,3419.5,OFF,2026-06-04 10:55:00,3466.9,KWH,Not used: FGP,YES
16190,04-06-2026,6E2122,485224,ARR,PBB15,G15,PBB,ON,2026-06-04 10:12:00,0,OFF,2026-06-04 10:54:00,0,NULL,,NO
16191,04-06-2026,6E5018,485241,ARR,PBB13L,G13L,PBB,ON,2026-06-04 10:14:00,0,OFF,2026-06-04 11:37:00,0,NULL,,NO
16192,04-06-2026,6E2086,485219,ARR,PBB16,G16,PBB,ON,2026-06-04 10:44:00,0,OFF,2026-06-04 10:47:00,0,NULL,,NO
16193,04-06-2026,6E2086,485244,ARR,FGP16,G16,FGP,ON,2026-06-04 10:45:00,1061,OFF,2026-06-04 11:45:00,1080,KWH,,NO
16194,04-06-2026,6E2086,485243,ARR,PCA16,G16,PCA,ON,2026-06-04 10:46:00,2046.8,OFF,2026-06-04 11:45:00,2109.3,KWH,,NO
16195,04-06-2026,6E2086,485245,ARR,PBB16,G16,PBB,ON,2026-06-04 10:47:00,0,OFF,2026-06-04 11:46:00,0,NULL,,NO
16196,04-06-2026,6E2052,485255,ARR,PBB14,G14,PBB,ON,2026-06-04 11:11:00,0,OFF,2026-06-04 12:27:00,0,NULL,,NO
16197,04-06-2026,6E2052,485254,ARR,FGP14,G14,FGP,ON,2026-06-04 11:12:00,163.9,OFF,2026-06-04 12:26:00,184.1,KWH,,NO
16198,04-06-2026,6E2052,485253,ARR,PCA14,G14,PCA,ON,2026-06-04 11:13:00,5774.5,OFF,2026-06-04 12:25:00,5875.6,KWH,,NO
16199,04-06-2026,6E533,485265,ARR,PBB13R,G13R,PBB,ON,2026-06-04 12:32:00,0,OFF,2026-06-04 12:53:00,0,NULL,,NO
16200,04-06-2026,QP2018,485279,ARR,PBB18,G18,PBB,ON,2026-06-04 12:20:00,0,OFF,2026-06-04 13:35:00,0,NULL,Not used: FGP,YES
16201,04-06-2026,QP2018,485274,ARR,PCA18,G18,PCA,ON,2026-06-04 12:22:00,3467.1,OFF,2026-06-04 13:15:00,3537.1,KWH,Not used: FGP,YES
16202,04-06-2026,6E832,485278,ARR,PBB15,G15,PBB,ON,2026-06-04 12:32:00,0,OFF,2026-06-04 13:18:00,0,NULL,,NO
16203,04-06-2026,6E832,485276,ARR,FGP15,G15,FGP,ON,2026-06-04 12:33:00,344.9,OFF,2026-06-04 13:15:00,358.7,KWH,,NO
16204,04-06-2026,6E832,485277,ARR,PCA15,G15,PCA,ON,2026-06-04 12:35:00,346.1,OFF,2026-06-04 13:15:00,398,KWH,,NO
16205,04-06-2026,6E2719,485286,ARR,PBB12R,G12R,PBB,ON,2026-06-04 12:49:00,0,OFF,2026-06-04 13:47:00,0,NULL,"Not used: FGP, PCA",YES
16206,04-06-2026,6E125,485282,ARR,FGP16,G16,FGP,ON,2026-06-04 12:53:00,1080,OFF,2026-06-04 13:37:00,1089.8,KWH,,NO
16207,04-06-2026,6E125,485281,ARR,PBB16,G16,PBB,ON,2026-06-04 12:53:00,0,OFF,2026-06-04 13:37:00,0,NULL,,NO
16208,04-06-2026,6E125,485280,ARR,PCA16,G16,PCA,ON,2026-06-04 12:55:00,2109.4,OFF,2026-06-04 13:36:00,2154,KWH,,NO
16209,04-06-2026,6E198,485358,ARR,PBB11R,G11R,PBB,ON,2026-06-04 13:47:00,0,OFF,2026-06-04 18:13:00,0,NULL,,NO
16210,04-06-2026,6E792,485391,ARR,PBB13L,G13L,PBB,ON,2026-06-04 13:49:00,0,OFF,2026-06-04 18:58:00,0,NULL,,NO
16211,04-06-2026,6E792,485304,ARR,FGP13L,G13L,FGP,ON,2026-06-04 13:50:00,478.9,OFF,2026-06-04 14:23:00,486.3,KWH,,NO
16212,,,485308,,PBB09L,G09L,PBB,ON,2026-06-04 15:43:00,0,OFF,2026-06-04 15:44:00,0,NULL,,NO
16213,04-06-2026,QP2022,485325,ARR,FGP14,G14,FGP,ON,2026-06-04 16:14:00,184.1,OFF,2026-06-04 16:46:00,191,KWH,,NO
16214,04-06-2026,QP2022,485328,ARR,PBB14,G14,PBB,ON,2026-06-04 16:13:00,0,OFF,2026-06-04 16:48:00,0,NULL,,NO
16215,04-06-2026,QP2022,485326,ARR,PCA14,G14,PCA,ON,2026-06-04 16:16:00,5875.7,OFF,2026-06-04 16:45:00,5916.8,KWH,,NO
16216,04-06-2026,6E582,485329,ARR,PBB18,G18,PBB,ON,2026-06-04 16:18:00,0,OFF,2026-06-04 16:50:00,0,NULL,Not used: FGP,YES
16217,04-06-2026,6E582,485324,ARR,PCA18,G18,PCA,ON,2026-06-04 16:20:00,3537.2,OFF,2026-06-04 16:41:00,3559.5,KWH,Not used: FGP,YES
16218,04-06-2026,6E5338,485336,ARR,PBB16,G16,PBB,ON,2026-06-04 16:29:00,0,OFF,2026-06-04 17:10:00,0,NULL,,NO
16219,04-06-2026,6E5338,485334,ARR,FGP16,G16,FGP,ON,2026-06-04 16:29:00,1089.9,OFF,2026-06-04 17:07:00,1098.6,KWH,,NO
16220,04-06-2026,6E5302,485337,ARR,FGP15,G15,FGP,ON,2026-06-04 16:32:00,358.8,OFF,2026-06-04 17:11:00,370.1,KWH,,NO
16221,04-06-2026,6E5302,485338,ARR,PBB15,G15,PBB,ON,2026-06-04 16:32:00,0,OFF,2026-06-04 17:11:00,0,NULL,,NO
16222,04-06-2026,6E5338,485333,ARR,PCA16,G16,PCA,ON,2026-06-04 16:32:00,2154.1,OFF,2026-06-04 17:06:00,2191.8,KWH,,NO
16223,04-06-2026,6E5302,485335,ARR,PCA15,G15,PCA,ON,2026-06-04 16:33:00,398,OFF,2026-06-04 17:10:00,444.1,KWH,,NO
16224,04-06-2026,6E6030,485342,ARR,PBB12R,G12R,PBB,ON,2026-06-04 16:35:00,0,OFF,2026-06-04 17:17:00,0,NULL,Not used: FGP,YES
16225,05-06-2026,6E2252,485434,ARR,FGP12R,G12R,FGP,ON,2026-06-04 19:44:00,508.4,OFF,2026-06-04 20:43:00,509.7,KWH,,NO
16226,04-06-2026,6E6030,485339,ARR,PCA12R,G12R,PCA,ON,2026-06-04 16:40:00,71,OFF,2026-06-04 17:13:00,108,KWH,Not used: FGP,YES
16227,04-06-2026,6E5247,485349,ARR,PBB13R,G13R,PBB,ON,2026-06-04 17:03:00,0,OFF,2026-06-04 17:46:00,0,NULL,,NO
16228,04-06-2026,6E5247,485347,ARR,FGP13R,G13R,FGP,ON,2026-06-04 17:04:00,1276.3,OFF,2026-06-04 17:42:00,1289,KWH,,NO
16229,04-06-2026,6E5247,485343,ARR,PCA13R,G13R,PCA,ON,2026-06-04 17:16:00,1861.5,OFF,2026-06-04 17:20:00,1865.7,KWH,,NO
16230,04-06-2026,6E5247,485348,ARR,PCA13R,G13R,PCA,ON,2026-06-04 17:20:00,1865.7,OFF,2026-06-04 17:43:00,1883.8,KWH,,NO
16231,04-06-2026,6E2048,485372,ARR,PBB16,G16,PBB,ON,2026-06-04 17:51:00,0,OFF,2026-06-04 18:36:00,0,NULL,,NO
16232,04-06-2026,6E2048,485364,ARR,FGP16,G16,FGP,ON,2026-06-04 17:52:00,1098.6,OFF,2026-06-04 18:29:00,1109.9,KWH,,NO
16233,04-06-2026,6E2048,485363,ARR,PCA16,G16,PCA,ON,2026-06-04 17:54:00,2192.5,OFF,2026-06-04 18:27:00,2228.5,KWH,,NO
16234,04-06-2026,6E2031,485388,ARR,PBB14,G14,PBB,ON,2026-06-04 18:09:00,0,OFF,2026-06-04 18:54:00,0,NULL,,NO
16235,04-06-2026,6E2031,485387,ARR,FGP14,G14,FGP,ON,2026-06-04 18:10:00,191,OFF,2026-06-04 18:51:00,202.8,KWH,,NO
16236,04-06-2026,6E2031,485384,ARR,PCA14,G14,PCA,ON,2026-06-04 18:11:00,5916.8,OFF,2026-06-04 18:50:00,5965,KWH,,NO
16237,04-06-2026,IX1039,485392,ARR,PBB18,G18,PBB,ON,2026-06-04 18:20:00,0,OFF,2026-06-04 18:58:00,0,NULL,,NO
16238,04-06-2026,IX1039,485375,ARR,PCA18,G18,PCA,ON,2026-06-04 18:22:00,3559.7,OFF,2026-06-04 18:44:00,3585.8,KWH,,NO
16239,04-06-2026,6E2730,485398,ARR,PBB13R,G13R,PBB,ON,2026-06-04 18:30:00,0,OFF,2026-06-04 19:16:00,0,NULL,,NO
16240,04-06-2026,6E2730,485397,ARR,FGP13R,G13R,FGP,ON,2026-06-04 18:31:00,1289,OFF,2026-06-04 19:16:00,1300,KWH,,NO
16241,04-06-2026,6E2730,485379,ARR,PCA13R,G13R,PCA,ON,2026-06-04 18:36:00,1886.9,OFF,2026-06-04 18:46:00,1894.7,KWH,,NO
16616,01-06-2026,6E829,,ARR,PCA12L,G12L,PCA,ON,2026-06-01 06:24:00,0,OFF,2026-06-01 07:11:00,0,KWH,,NO
16617,01-06-2026,6E829,,ARR,FGP12L,G12L,FGP,ON,2026-05-31 20:32:00,0,OFF,2026-06-01 07:14:00,0,KWH,,NO
16618,01-06-2026,6E2148,,ARR,FGP18,G18,FGP,ON,2026-05-31 21:50:00,0,OFF,2026-06-01 06:59:00,0,KWH,,NO
16619,01-06-2026,6E6093,,ARR,PCA12R,G12R,PCA,ON,2026-06-01 04:26:00,0,OFF,2026-06-01 06:01:00,0,KWH,,NO
16620,01-06-2026,6E6093,,ARR,FGP12R,G12R,FGP,ON,2026-05-31 22:06:00,0,OFF,2026-06-01 06:04:00,0,KWH,,NO
16621,01-06-2026,6E6279,,ARR,PCA13L,G13L,PCA,ON,2026-06-01 07:25:00,0,OFF,2026-06-01 08:12:00,0,KWH,,NO
16622,01-06-2026,6E6279,,ARR,FGP13L,G13L,FGP,ON,2026-05-31 22:11:00,0,OFF,2026-06-01 08:15:00,0,KWH,,NO
16623,01-06-2026,6E2133,,ARR,FGP17,G17,FGP,ON,2026-05-31 22:47:00,0,OFF,2026-06-01 06:50:00,0,KWH,,NO
16624,,,485399,,PCA13R,G13R,PCA,ON,2026-06-04 18:47:00,1900.3,OFF,2026-06-04 19:20:00,1926.5,KWH,,NO
16625,05-06-2026,6E2252,485410,ARR,PBB12R,G12R,PBB,ON,2026-06-04 18:55:00,0,OFF,2026-06-04 19:37:00,0,NULL,,NO
16626,04-06-2026,6E792,485432,ARR,PBB13L,G13L,PBB,ON,2026-06-04 18:58:00,0,OFF,2026-06-04 20:21:00,0,NULL,,NO
16627,04-06-2026,6E5096,485412,ARR,FGP15,G15,FGP,ON,2026-06-04 18:59:00,370.1,OFF,2026-06-04 19:37:00,382.7,KWH,,NO
16628,04-06-2026,6E5096,485416,ARR,PBB15,G15,PBB,ON,2026-06-04 18:59:00,0,OFF,2026-06-04 19:44:00,0,NULL,,NO
16629,04-06-2026,6E5096,485408,ARR,PCA15,G15,PCA,ON,2026-06-04 19:01:00,444.4,OFF,2026-06-04 19:35:00,485.6,KWH,,NO
16630,04-06-2026,6E792,485427,ARR,FGP13L,G13L,FGP,ON,2026-06-04 19:23:00,486.3,OFF,2026-06-04 20:17:00,503.4,KWH,,NO
16631,04-06-2026,6E2041,485420,ARR,PBB12L,G12L,PBB,ON,2026-06-04 19:24:00,0,OFF,2026-06-04 20:10:00,0,NULL,,NO
16632,04-06-2026,6E792,485425,ARR,PCA13L,G13L,PCA,ON,2026-06-04 19:26:00,302.7,OFF,2026-06-04 20:14:00,364.2,KWH,,NO
16633,04-06-2026,6E2152,485433,ARR,PBB11L,G11L,PBB,ON,2026-06-04 19:36:00,0,OFF,2026-06-04 20:32:00,0,NULL,,NO
16634,05-06-2026,6E2252,485438,ARR,PBB12R,G12R,PBB,ON,2026-06-04 19:42:00,0,OFF,2026-06-04 20:51:00,0,NULL,,NO
16635,05-06-2026,6E737,485440,ARR,PBB13R,G13R,PBB,ON,2026-06-04 19:50:00,0,OFF,2026-06-04 20:55:00,0,NULL,Not used: PCA,YES
16636,05-06-2026,6E737,485439,ARR,FGP13R,G13R,FGP,ON,2026-06-04 19:51:00,1300,OFF,2026-06-04 20:55:00,1304.2,KWH,Not used: PCA,YES
16640,04-06-2026,IX1581,485437,ARR,PBB16,G16,PBB,ON,2026-06-04 20:10:00,0,OFF,2026-06-04 20:50:00,0,NULL,,NO
16641,04-06-2026,IX1581,485436,ARR,FGP16,G16,FGP,ON,2026-06-04 20:10:00,1109.9,OFF,2026-06-04 20:48:00,1119.6,KWH,,NO
16642,04-06-2026,IX1581,485435,ARR,PCA16,G16,PCA,ON,2026-06-04 20:12:00,2229,OFF,2026-06-04 20:47:00,2275.7,KWH,,NO
16643,04-06-2026,6E5157,485443,ARR,PBB15,G15,PBB,ON,2026-06-04 20:17:00,0,OFF,2026-06-04 21:06:00,0,NULL,,NO
16644,04-06-2026,6E5157,485442,ARR,FGP15,G15,FGP,ON,2026-06-04 20:17:00,382.8,OFF,2026-06-04 21:05:00,397.5,KWH,,NO
16645,04-06-2026,6E5157,485441,ARR,PCA15,G15,PCA,ON,2026-06-04 20:19:00,485.7,OFF,2026-06-04 21:03:00,538,KWH,,NO
16646,04-06-2026,IX1005,485458,ARR,PBB18,G18,PBB,ON,2026-06-04 21:29:00,0,OFF,2026-06-04 22:06:00,0,NULL,,NO
16647,04-06-2026,IX1005,485457,ARR,FGP18,G18,FGP,ON,2026-06-04 21:29:00,372.9,OFF,2026-06-04 22:03:00,381,KWH,,NO
16648,04-06-2026,IX1005,485454,ARR,PCA18,G18,PCA,ON,2026-06-04 21:31:00,3586,OFF,2026-06-04 22:02:00,3621,KWH,,NO
16649,05-06-2026,6E6093,485459,ARR,PBB16,G16,PBB,ON,2026-06-04 21:31:00,0,OFF,2026-06-04 22:16:00,0,NULL,,NO
16650,05-06-2026,6E6093,485577,ARR,FGP16,G16,FGP,ON,2026-06-04 21:38:00,1119.6,OFF,2026-06-05 07:07:00,1238.1,KWH,,NO
16651,05-06-2026,6E6093,485450,ARR,PCA16,G16,PCA,ON,2026-06-04 21:39:00,2275.7,OFF,2026-06-04 21:40:00,2276,KWH,,NO
16652,05-06-2026,QP2020,485477,ARR,PBB13L,G13L,PBB,ON,2026-06-04 21:49:00,0,OFF,2026-06-04 23:03:00,0,NULL,,NO
16653,05-06-2026,QP2020,485465,ARR,FGP13L,G13L,FGP,ON,2026-06-04 21:53:00,503.5,OFF,2026-06-04 22:36:00,509.9,KWH,,NO
16654,04-06-2026,6E163,485468,ARR,PBB14,G14,PBB,ON,2026-06-04 22:01:00,0,OFF,2026-06-04 22:37:00,0,NULL,,NO
16655,04-06-2026,6E163,485466,ARR,PCA14,G14,PCA,ON,2026-06-04 22:02:00,5965.3,OFF,2026-06-04 22:37:00,6001,KWH,,NO
16656,04-06-2026,6E163,485467,ARR,FGP14,G14,FGP,ON,2026-06-04 22:02:00,202.9,OFF,2026-06-04 22:37:00,214,KWH,,NO
16657,05-06-2026,6E6093,485542,ARR,PBB16,G16,PBB,ON,2026-06-04 22:16:00,0,OFF,2026-06-05 05:49:00,0,NULL,,NO
16658,05-06-2026,6E2084,485500,ARR,PBB12L,G12L,PBB,ON,2026-06-04 22:25:00,0,OFF,2026-06-05 01:59:00,0,NULL,Not used: PCA,YES
16659,05-06-2026,6E737,485556,ARR,PBB13R,G13R,PBB,ON,2026-06-04 22:29:00,0,OFF,2026-06-05 06:10:00,0,NULL,Not used: PCA,YES
16660,05-06-2026,6E2252,485539,ARR,PBB12R,G12R,PBB,ON,2026-06-04 22:34:00,0,OFF,2026-06-05 05:43:00,0,NULL,,NO
16661,05-06-2026,QP2020,485476,ARR,FGP13L,G13L,FGP,ON,2026-06-04 22:50:00,516,OFF,2026-06-04 23:03:00,517.5,KWH,,NO
16662,05-06-2026,6E6360,485570,ARR,PBB18,G18,PBB,ON,2026-06-05 01:38:00,0,OFF,2026-06-05 06:52:00,0,NULL,,NO
16663,05-06-2026,6E6360,485564,ARR,FGP18,G18,FGP,ON,2026-06-05 01:38:00,415,OFF,2026-06-05 06:47:00,452.7,KWH,,NO
16664,05-06-2026,6E2148,485587,ARR,PBB15,G15,PBB,ON,2026-06-04 22:58:00,0,OFF,2026-06-05 07:55:00,0,NULL,,NO
16665,05-06-2026,6E2148,485586,ARR,FGP15,G15,FGP,ON,2026-06-04 22:59:00,397.5,OFF,2026-06-05 07:49:00,490.7,KWH,,NO
16666,05-06-2026,6E2133,485534,ARR,PBB11R,G11R,PBB,ON,2026-06-04 23:02:00,0,OFF,2026-06-05 05:00:00,0,NULL,Not used: PCA,YES
16667,05-06-2026,6E737,485554,ARR,FGP13R,G13R,FGP,ON,2026-06-04 23:08:00,1304.2,OFF,2026-06-05 06:01:00,1336.1,KWH,Not used: PCA,YES
16668,05-06-2026,QP2002,485488,ARR,PBB17,G17,PBB,ON,2026-06-04 23:11:00,0,OFF,2026-06-04 23:58:00,0,NULL,,NO
16669,05-06-2026,6E2071,485544,ARR,PBB11L,G11L,PBB,ON,2026-06-04 23:13:00,0,OFF,2026-06-05 05:50:00,0,NULL,,NO
16670,05-06-2026,6E955,485531,ARR,PBB10R,G10R,PBB,ON,2026-06-04 23:15:00,0,OFF,2026-06-05 04:50:00,0,NULL,,NO
16671,05-06-2026,6E955,485501,ARR,FGP10R,G10R,FGP,ON,2026-06-04 23:16:00,4372,OFF,2026-06-05 02:18:00,4393.7,KWH,,NO
16672,05-06-2026,6E2167,485571,ARR,FGP14,G14,FGP,ON,2026-06-04 23:52:00,214,OFF,2026-06-05 06:52:00,287.8,KWH,,NO
16673,05-06-2026,6E2167,485572,ARR,PBB14,G14,PBB,ON,2026-06-04 23:51:00,0,OFF,2026-06-05 06:53:00,0,NULL,,NO
16674,05-06-2026,QP2002,485498,ARR,FGP17,G17,FGP,ON,2026-06-05 01:38:00,1050.3,OFF,2026-06-05 01:51:00,1051,KWH,,NO
16713,01-06-2026,6E829,483725,ARR,FGP12L,G12L,FGP,ON,2026-05-31 20:34:00,6188,OFF,2026-06-01 07:15:00,6230.8,KWH,,NO
16720,01-06-2026,6E829,483723,ARR,PCA12L,G12L,PCA,ON,2026-06-01 06:25:00,3496.9,OFF,2026-06-01 07:12:00,3541.8,KWH,,NO
16728,01-06-2026,6E6279,483733,ARR,FGP13L,G13L,FGP,ON,2026-05-31 22:13:00,190.7,OFF,2026-06-01 08:16:00,246.5,KWH,,NO
16729,01-06-2026,6E2252,483710,ARR,PCA13R,G13R,PCA,ON,2026-06-01 05:58:00,1373.6,OFF,2026-06-01 06:53:00,1423.7,KWH,,NO
16730,01-06-2026,6E6279,483732,ARR,PCA13L,G13L,PCA,ON,2026-06-01 07:29:00,6230.4,OFF,2026-06-01 08:13:00,6278.1,KWH,,NO
